# Board: cherry
dEQP-VK.api.device_init.create_instance_device_intentional_alloc_fail.basic,Timeout
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.xfb.no_rast.line_list_with_adjacency.pgq_0_xfb_0.single_draw.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.xfb.no_rast.line_list_with_adjacency.pgq_default_xfb_default.two_draws.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.xfb.rast.line_list.pgq_default_xfb_default.single_draw.pqg_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.xfb.rast.line_list_with_adjacency.pgq_0_xfb_default.two_draws.xfbq_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.xfb.rast.triangle_list_with_adjacency.pgq_default_xfb_default.two_draws.pqg_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.geom.xfb.rast.triangle_strip_with_adjacency.pgq_default_xfb_default.two_draws.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.64bit.vert.xfb.no_rast.triangle_strip.pgq_default_xfb_default.two_draws.pqg_first.after,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.line_list_with_adjacency.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.triangle_fan.pgq_0_xfb_0.single_draw.xfbq_first.none,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.no_rast.triangle_list_with_adjacency.pgq_default_xfb_0.two_draws.pqg_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.line_strip.pgq_default_xfb_0.single_draw.xfbq_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.line_strip.pgq_default_xfb_0.two_draws.xfbq_first.before,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.point_list.pgq_default_xfb_0.two_draws.xfbq_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.triangle_strip_with_adjacency.pgq_default_xfb_0.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.line_list.pgq_default_xfb_default.single_draw.pqg_first.none_with_availability,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.triangle_list.pgq_default_xfb_default.single_draw.pqg_first.none_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.triangle_strip_with_adjacency.pgq_default_xfb_0.single_draw.xfbq_first.after_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_64bit_xfb_32bit.vert.xfb.no_rast.triangle_list.pgq_default_xfb_default.single_draw.xfbq_first.before_2_queries,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_64bit_xfb_32bit.vert.xfb.rast.triangle_fan.pgq_default_xfb_default.two_draws.pqg_first.after_2_queries,Fail
dEQP-VK.transform_feedback.simple.query_copy_triangle_strip_with_adjacency_0_508_64bits,Fail
dEQP-VK.transform_feedback.simple.query_line_list_with_adjacency_0_4_32bits,Fail
dEQP-VK.ycbcr.conversion.a2b10g10r10_unorm_pack32.ycbcr_identity.itu_full.nearest_tiling_optimal,Fail
dEQP-VK.ycbcr.conversion.b4g4r4a4_unorm_pack16.rgb_identity.linear_tiling_linear_binding_7,Fail
dEQP-VK.ycbcr.conversion.g8_b8r8_2plane_420_unorm.chroma_reconstruction.nearest.default_nearest_midpoint_cosited_tiling_optimal_disjoint,Fail
dEQP-VK.ycbcr.conversion.r4g4b4a4_unorm_pack16.ycbcr_identity.itu_full.nearest_tiling_linear_binding_7,Fail
dEQP-VK.ycbcr.conversion.r8g8b8_unorm.ycbcr_2020.itu_narrow.nearest_tiling_optimal,Fail
dEQP-VK.ycbcr.copy.g8_b8r8_2plane_420_unorm.g8_b8r8_2plane_420_unorm.optimal_linear,Fail
dEQP-VK.ycbcr.copy.g8_b8r8_2plane_422_unorm.r5g5b5a1_unorm_pack16.optimal_buffer_optimal,Fail
dEQP-VK.ycbcr.copy.r4g4b4a4_unorm_pack16.g8_b8r8_2plane_422_unorm.linear_buffer_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.r8g8_unorm.g8_b8r8_2plane_420_unorm.optimal_optimal_disjoint,Fail
dEQP-VK.ycbcr.copy.r8_unorm.g8_b8_r8_3plane_420_unorm.optimal_buffer_optimal,Fail
